Date,Buy and Hold,A2C,A2C + GP,Buy and Hold Drawdown,A2C Drawdown,A2C + GP Drawdown
2015-06-23,60.392841,1249.0413350000053,919.4195370000017,-0.06435819052504821,-0.05706585535120401,-0.12534880565330775
2015-06-24,60.016792,1227.0128490000047,905.9457930000017,-0.07018416527611582,-0.07369573862429724,-0.13816648660054398
2015-06-25,59.405739,1231.895719000005,908.0865530000017,-0.07965096175626651,-0.07000953167672519,-0.13612996440859748
2015-06-26,59.601604,1201.8923910000049,893.8767930000015,-0.076616504691847,-0.0926598328569479,-0.14964782329153314
2015-06-29,58.473492,1212.2150430000047,890.166027000002,-0.09409388670423502,-0.08486699145020049,-0.1531779048084333
2015-06-30,58.880886,1157.2856870000055,862.1934290000022,-0.08778229657173509,-0.12633460654395412,-0.17978846208407195
2015-07-01,58.128792,1170.2058990000055,871.7528550000025,-0.09943418410349159,-0.11658079879594951,-0.1706945033071562
2015-07-02,58.387314,1134.8900890000054,846.4176000000023,-0.09542900753183325,-0.14324163231826792,-0.19479613499222237
2015-07-06,57.619579,1147.1558030000056,851.8597830000023,-0.10732321473757234,-0.13398192231908135,-0.18961894256890843
2015-07-07,58.144466,1119.8222770000054,839.8027780000024,-0.09919135317388339,-0.15461671977279867,-0.20108886832000095
2015-07-08,56.969349,1131.2390610000052,817.2112460000026,-0.1173969646009857,-0.145997889351402,-0.22258037426558464
2015-07-09,57.259201,1134.0262570000054,832.8865800000026,-0.11290640503681604,-0.14389376180767366,-0.20766830305854955
2015-07-10,57.572575,1153.8642590000054,846.8887510000027,-0.10805142865969197,-0.12891753250024973,-0.19434792525957667
2015-07-13,57.979946,1167.0437970000053,853.8401840000025,-0.10174019485687058,-0.11896795273642535,-0.18773497118236648
2015-07-14,58.395153,1135.4861910000054,837.6763730000027,-0.0953075610818398,-0.14279161924524708,-0.2031117344850849
2015-07-15,57.3689,1140.3961210000057,841.411338000003,-0.11120688288885827,-0.1390849839921906,-0.1995586322650118
2015-07-16,57.447231,1131.6168630000057,802.0906650000029,-0.10999333245201115,-0.14571267668811017,-0.23696470448551732
2015-07-17,56.749992,1077.4882550000057,773.9600930000029,-0.12079537370051785,-0.18657578606271685,-0.26372554369689427
2015-07-20,55.99794,1079.877201000006,776.043552000003,-0.13244661054329632,-0.18477230791511623,-0.26174353240673986
2015-07-21,56.021439,1061.2948090000057,763.9483620000028,-0.13208255006002056,-0.19880064421997423,-0.2732497838552017
2015-07-22,55.567039,1060.5496210000058,764.1678380000027,-0.13912238509982966,-0.19936320623429094,-0.2730409945726108
2015-07-23,55.520061,1039.4665190000055,763.9171670000027,-0.1398501962144867,-0.2152793942689435,-0.2732794599093965
2015-07-24,54.454624,1023.1115290000055,762.2269460000026,-0.15635657985293083,-0.22762620623925323,-0.27488738072994345
2015-07-27,53.671215,1122.728207000006,757.6205150000026,-0.16849361798827822,-0.15242295681061468,-0.2792695155592424
2015-07-28,55.206692,1155.7239670000063,755.3643140000027,-0.14470509512863705,-0.1275135900340243,-0.2814158577022158
2015-07-29,55.958759,1139.721399000006,738.3395260000029,-0.13305362589693792,-0.1395943493703552,-0.29761167534416666
2015-07-30,55.567039,1098.670263000006,686.3598790000028,-0.13912238509982966,-0.17058493128814356,-0.34706033126311253
2015-07-31,54.35276,1062.0699430000059,645.2257270000027,-0.15793471752127397,-0.19821547518289162,-0.38619158063011216
2015-08-03,53.209,1056.303831000006,644.5794140000024,-0.17565452765580747,-0.20256846473921308,-0.386806423381025
2015-08-04,53.028809,1051.8390390000059,645.7903490000024,-0.1784461537906188,-0.2059390536121226,-0.3856544511839993
2015-08-05,52.629284,1060.1966470000057,641.9873810000024,-0.18463583269528372,-0.1996296755875837,-0.3892722452044697
2015-08-06,53.467518,1006.3645170000063,644.7601340000023,-0.1716494130545282,-0.24026896592473812,-0.38663450299269175
2015-08-07,52.511765,1085.9246750000066,639.7306520000022,-0.18645650693393534,-0.18020691078718498,-0.39141908963808647
2015-08-10,54.188259,1078.8352600000067,639.4251050000023,-0.16048326484496156,-0.18555889657161484,-0.3917097589546762
2015-08-11,54.290108,1107.3056630000065,714.4638560000024,-0.1589053595655393,-0.16406584077886055,-0.32032479208896336
2015-08-12,55.277191,1079.6435780000065,679.4898510000025,-0.1436128826936205,-0.18494867606043042,-0.3535958441096221
2015-08-13,54.438946,1075.7655500000064,677.3067510000025,-0.15659947275291797,-0.1878763013620416,-0.35567264468382864
2015-08-14,54.32143,1075.7235940000069,676.0497670000024,-0.15842010051378552,-0.18790797504958412,-0.35686842366462135
2015-08-17,54.438946,1071.6719030000068,671.7727600000024,-0.15659947275291797,-0.1909667031159905,-0.36093717479534604
2015-08-18,54.235279,986.5644900000063,652.5899610000025,-0.1597548030413264,-0.2552165269061911,-0.3791859256441791
2015-08-19,52.738956,930.6005540000067,647.8297370000025,-0.1829367288473832,-0.2974651736440026,-0.38371436499031597
2015-08-20,51.548172,857.2327060000064,650.3005800000026,-0.20138506275593082,-0.3528524911490737,-0.38136383218779935
2015-08-21,49.746342,747.9761540000063,655.6434080000025,-0.229300084696466,-0.4353331349200793,-0.3762811569744392
2015-08-24,47.074928,754.2458420000064,657.0065520000026,-0.27068721912216254,-0.4305999826009089,-0.37498438713250515
2015-08-25,46.393356,788.2813460000062,653.8102620000025,-0.28124653788922416,-0.40490568574088515,-0.3780250434960848
2015-08-26,47.991501,824.6510730000062,649.0627960000025,-0.2564871251038022,-0.3774492225647845,-0.3825413460542936
2015-08-27,50.365234,910.6876080000061,646.7752580000025,-0.21971184176632186,-0.3124979801475184,-0.3847174993372029
2015-08-28,51.509003,931.0802640000059,645.7098060000026,-0.20199189219843583,-0.2971030279520598,-0.38573107238717275
2015-08-31,52.041729,843.0878160000063,626.156104000002,-0.19373858418475343,-0.3635308405195541,-0.4043326662406215
2015-09-01,50.208553,867.8339920000062,652.7511280000022,-0.22213923699931548,-0.3448493016096441,-0.3790326061818813
2015-09-02,50.670765,873.4747120000059,660.9559200000019,-0.2149783738095702,-0.34059097377103587,-0.3712273216155104
2015-09-03,50.811783,841.0647440000062,631.8989480000023,-0.21279363908764293,-0.3650581107646842,-0.3988694525917831
2015-09-04,49.973534,863.653976000006,651.354528000002,-0.22578029111731923,-0.3480049055925808,-0.38036120298548026
2015-09-08,50.756947,854.075696000006,645.5992920000022,-0.21364319101159313,-0.3552358010048664,-0.3858362052435049
2015-09-09,49.801186,862.813159000006,648.0774300000022,-0.22845040883175805,-0.3486396604533566,-0.3834787326488629
2015-09-10,50.09103,836.8010060000054,646.9743720000023,-0.22395997320834604,-0.3682769186867113,-0.3845280805888487
2015-09-11,49.644501,816.5677880000057,647.5152540000023,-0.2308778660351306,-0.3835515069438903,-0.38401353519551895
2015-09-14,49.213619,835.0516140000057,646.4184820000023,-0.23755334623236435,-0.3695975807040137,-0.3850569032131882
2015-09-15,49.762005,871.2663910000057,643.5981920000023,-0.22905742418539965,-0.3422580933569902,-0.3877398677550913
2015-09-16,51.17215,870.4827410000058,643.6608840000023,-0.20721061920694106,-0.34284969134638255,-0.38768022835167504
2015-09-17,51.140804,836.9029160000058,620.427054000003,-0.20769625008096804,-0.36819998414820654,-0.4097827575464048
2015-09-18,49.797611,844.0055160000057,637.6804700000027,-0.22850579485787448,-0.36283804466060554,-0.39336944425071385
2015-09-21,50.081715,830.7867160000056,611.9353740000026,-0.2241042867281432,-0.37281726434053986,-0.4178609609727152
2015-09-22,49.552963,823.2057080000056,597.3227260000026,-0.23229602717041686,-0.37854036660605106,-0.431762090447809
2015-09-23,48.913723,820.8280340000056,603.2889100000027,-0.2421995134178806,-0.3803353352244786,-0.42608641166212735
2015-09-24,49.126801,794.890397000006,610.5007060000028,-0.23889838232058214,-0.39991633937019444,-0.4192257721706427
2015-09-25,49.221508,699.566309000006,571.1992460000029,-0.23743112515263487,-0.47187899974340475,-0.4566135669098452
2015-09-28,47.256435,699.1970850000057,569.7787460000027,-0.26787520473270254,-0.47215773664895644,-0.4579648999755136
2015-09-29,47.18541,736.826957000006,583.4336760000028,-0.2689755662725407,-0.4437499568795512,-0.44497485533039893
2015-09-30,48.298157,745.137357000006,590.9806760000026,-0.251736227977993,-0.4374762174154452,-0.4377953335798901
2015-10-01,48.392857,793.0567890000059,765.4006220000022,-0.25026907925820896,-0.40130057826017584,-0.2718682372462988
2015-10-02,50.3895,829.611765000006,836.349348000002,-0.21933589846289758,-0.3737042657432508,-0.2043741440320539
2015-10-05,51.912624,857.2647330000059,877.2064880000021,-0.19573875562580645,-0.35282831312469287,-0.165506418406826
2015-10-06,53.064831,873.3642690000058,901.3557920000019,-0.177888079543691,-0.3406743500955972,-0.14253299143880505
2015-10-07,53.735645,897.9868290000059,926.849632000002,-0.16749543011060453,-0.32208613215430415,-0.1182804965687907
2015-10-08,54.761585,889.4635410000058,916.9057960000018,-0.15160095748573277,-0.32852058636704273,-0.1277401476679687
2015-10-09,54.406448,880.6068530000057,897.2396600000018,-0.15710295109605998,-0.3352067330058177,-0.14644870088917838
2015-10-12,53.704086,872.4014090000059,881.550112000002,-0.1679843609073064,-0.3414012384259314,-0.16137429398864234
2015-10-13,53.143745,908.5540490000058,894.366664000002,-0.17666549692412337,-0.31410865993396686,-0.1491818050724465
2015-10-14,53.601479,948.3064530000063,909.0856960000019,-0.16957400957352498,-0.2840985249503446,-0.1351794716432112
2015-10-15,54.564301,952.7732330000063,911.706008000002,-0.15465739854205696,-0.2807264352839651,-0.1326867477798057
2015-10-16,54.635319,917.1280890000061,898.7317520000021,-0.1535571454503818,-0.30763589170201333,-0.14502926177856978
2015-10-19,53.554131,918.9867230000058,900.531212000002,-0.17030755294822753,-0.30623276002662736,-0.14331742101943767
2015-10-20,53.704086,908.722205000006,869.8959740000018,-0.1679843609073064,-0.31398171454826607,-0.1724609691250456
2015-10-21,53.041153,955.6909950000068,921.4619240000015,-0.17825491320142117,-0.27852374003388425,-0.12340586648682361
2015-10-22,53.996078,947.5925990000069,914.6435600000018,-0.1634606471904404,-0.2846374321042008,-0.12989223095494162
2015-10-23,53.869812,899.287183000007,843.4745840000014,-0.16541683515508931,-0.3211044607296898,-0.1975958497641983
2015-10-26,52.551868,874.336391000007,809.3824400000017,-0.1858352074079639,-0.3399404696379378,-0.23002798032859284
2015-10-27,51.920532,900.9023610000069,871.6011860000017,-0.19561624018677737,-0.31988512038985595,-0.17083878724572554
2015-10-28,53.072731,902.085565000007,886.0907900000016,-0.1777656880454197,-0.3189918885804497,-0.15705471051665942
2015-10-29,53.341057,910.1469070000073,904.8413720000017,-0.17360862207514716,-0.3129061695489882,-0.1392171311733833
2015-10-30,53.68829,961.9072410000076,972.6017060000017,-0.1682290819334702,-0.2738309324856558,-0.07475618089184644
2015-11-02,54.943111,1016.2052730000075,1038.1376580000017,-0.14878864873697306,-0.2328399204788093,-0.012411303082873637
